subdistrict_id,province_id,province,city_id,city,type,subdistrict_name
1,21,Nanggroe Aceh Darussalam (NAD),1,Aceh Barat,Kabupaten,Arongan Lambalek
2,21,Nanggroe Aceh Darussalam (NAD),1,Aceh Barat,Kabupaten,Bubon
3,21,Nanggroe Aceh Darussalam (NAD),1,Aceh Barat,Kabupaten,Johan Pahlawan
4,21,Nanggroe Aceh Darussalam (NAD),1,Aceh Barat,Kabupaten,Kaway XVI
5,21,Nanggroe Aceh Darussalam (NAD),1,Aceh Barat,Kabupaten,Meureubo
6,21,Nanggroe Aceh Darussalam (NAD),1,Aceh Barat,Kabupaten,Pante Ceureumen (Pantai Ceuremen)
7,21,Nanggroe Aceh Darussalam (NAD),1,Aceh Barat,Kabupaten,Panton Reu
8,21,Nanggroe Aceh Darussalam (NAD),1,Aceh Barat,Kabupaten,Samatiga
9,21,Nanggroe Aceh Darussalam (NAD),1,Aceh Barat,Kabupaten,Sungai Mas
10,21,Nanggroe Aceh Darussalam (NAD),1,Aceh Barat,Kabupaten,Woyla
11,21,Nanggroe Aceh Darussalam (NAD),1,Aceh Barat,Kabupaten,Woyla Barat
12,21,Nanggroe Aceh Darussalam (NAD),1,Aceh Barat,Kabupaten,Woyla Timur
13,21,Nanggroe Aceh Darussalam (NAD),2,Aceh Barat Daya,Kabupaten,Babah Rot
14,21,Nanggroe Aceh Darussalam (NAD),2,Aceh Barat Daya,Kabupaten,Blang Pidie
15,21,Nanggroe Aceh Darussalam (NAD),2,Aceh Barat Daya,Kabupaten,Jeumpa
16,21,Nanggroe Aceh Darussalam (NAD),2,Aceh Barat Daya,Kabupaten,Kuala Batee
17,21,Nanggroe Aceh Darussalam (NAD),2,Aceh Barat Daya,Kabupaten,Lembah Sabil
18,21,Nanggroe Aceh Darussalam (NAD),2,Aceh Barat Daya,Kabupaten,Manggeng
19,21,Nanggroe Aceh Darussalam (NAD),2,Aceh Barat Daya,Kabupaten,Setia
20,21,Nanggroe Aceh Darussalam (NAD),2,Aceh Barat Daya,Kabupaten,Susoh
21,21,Nanggroe Aceh Darussalam (NAD),2,Aceh Barat Daya,Kabupaten,Tangan-Tangan
22,21,Nanggroe Aceh Darussalam (NAD),3,Aceh Besar,Kabupaten,Baitussalam
23,21,Nanggroe Aceh Darussalam (NAD),3,Aceh Besar,Kabupaten,Blank Bintang
24,21,Nanggroe Aceh Darussalam (NAD),3,Aceh Besar,Kabupaten,Darul Imarah
25,21,Nanggroe Aceh Darussalam (NAD),3,Aceh Besar,Kabupaten,Darul Kamal
26,21,Nanggroe Aceh Darussalam (NAD),3,Aceh Besar,Kabupaten,Darussalam
27,21,Nanggroe Aceh Darussalam (NAD),3,Aceh Besar,Kabupaten,Indrapuri
28,21,Nanggroe Aceh Darussalam (NAD),3,Aceh Besar,Kabupaten,Ingin Jaya
29,21,Nanggroe Aceh Darussalam (NAD),3,Aceh Besar,Kabupaten,Kota Cot Glie (Kuta Cot Glie)
30,21,Nanggroe Aceh Darussalam (NAD),3,Aceh Besar,Kabupaten,Kota Jantho
31,21,Nanggroe Aceh Darussalam (NAD),3,Aceh Besar,Kabupaten,Kota Malaka (Kuta Malaka)
32,21,Nanggroe Aceh Darussalam (NAD),3,Aceh Besar,Kabupaten,Krueng Barona Jaya
33,21,Nanggroe Aceh Darussalam (NAD),3,Aceh Besar,Kabupaten,Kuta Baro
34,21,Nanggroe Aceh Darussalam (NAD),3,Aceh Besar,Kabupaten,Lembah Seulawah
35,21,Nanggroe Aceh Darussalam (NAD),3,Aceh Besar,Kabupaten,Leupung
36,21,Nanggroe Aceh Darussalam (NAD),3,Aceh Besar,Kabupaten,Lhoknga (Lho'nga)
37,21,Nanggroe Aceh Darussalam (NAD),3,Aceh Besar,Kabupaten,Lhoong
38,21,Nanggroe Aceh Darussalam (NAD),3,Aceh Besar,Kabupaten,Mantasiek (Montasik)
39,21,Nanggroe Aceh Darussalam (NAD),3,Aceh Besar,Kabupaten,Mesjid Raya
40,21,Nanggroe Aceh Darussalam (NAD),3,Aceh Besar,Kabupaten,Peukan Bada
41,21,Nanggroe Aceh Darussalam (NAD),3,Aceh Besar,Kabupaten,Pulo Aceh
42,21,Nanggroe Aceh Darussalam (NAD),3,Aceh Besar,Kabupaten,Seulimeum
43,21,Nanggroe Aceh Darussalam (NAD),3,Aceh Besar,Kabupaten,Simpang Tiga
44,21,Nanggroe Aceh Darussalam (NAD),3,Aceh Besar,Kabupaten,Suka Makmur
45,21,Nanggroe Aceh Darussalam (NAD),4,Aceh Jaya,Kabupaten,Darul Hikmah
46,21,Nanggroe Aceh Darussalam (NAD),4,Aceh Jaya,Kabupaten,Indra Jaya
47,21,Nanggroe Aceh Darussalam (NAD),4,Aceh Jaya,Kabupaten,Jaya
48,21,Nanggroe Aceh Darussalam (NAD),4,Aceh Jaya,Kabupaten,Keude Panga
49,21,Nanggroe Aceh Darussalam (NAD),4,Aceh Jaya,Kabupaten,Krueng Sabee
50,21,Nanggroe Aceh Darussalam (NAD),4,Aceh Jaya,Kabupaten,Pasie Raya
51,21,Nanggroe Aceh Darussalam (NAD),4,Aceh Jaya,Kabupaten,Sampoiniet
52,21,Nanggroe Aceh Darussalam (NAD),4,Aceh Jaya,Kabupaten,Setia Bakti
53,21,Nanggroe Aceh Darussalam (NAD),4,Aceh Jaya,Kabupaten,Teunom
54,21,Nanggroe Aceh Darussalam (NAD),5,Aceh Selatan,Kabupaten,Bakongan
55,21,Nanggroe Aceh Darussalam (NAD),5,Aceh Selatan,Kabupaten,Bakongan Timur
56,21,Nanggroe Aceh Darussalam (NAD),5,Aceh Selatan,Kabupaten,Kluet Selatan
57,21,Nanggroe Aceh Darussalam (NAD),5,Aceh Selatan,Kabupaten,Kluet Tengah
58,21,Nanggroe Aceh Darussalam (NAD),5,Aceh Selatan,Kabupaten,Kluet Timur
59,21,Nanggroe Aceh Darussalam (NAD),5,Aceh Selatan,Kabupaten,Kluet Utara
60,21,Nanggroe Aceh Darussalam (NAD),5,Aceh Selatan,Kabupaten,Kota Bahagia
61,21,Nanggroe Aceh Darussalam (NAD),5,Aceh Selatan,Kabupaten,Labuhan Haji
62,21,Nanggroe Aceh Darussalam (NAD),5,Aceh Selatan,Kabupaten,Labuhan Haji Barat
63,21,Nanggroe Aceh Darussalam (NAD),5,Aceh Selatan,Kabupaten,Labuhan Haji Timur
64,21,Nanggroe Aceh Darussalam (NAD),5,Aceh Selatan,Kabupaten,Meukek
65,21,Nanggroe Aceh Darussalam (NAD),5,Aceh Selatan,Kabupaten,Pasie Raja
66,21,Nanggroe Aceh Darussalam (NAD),5,Aceh Selatan,Kabupaten,Sama Dua
67,21,Nanggroe Aceh Darussalam (NAD),5,Aceh Selatan,Kabupaten,Sawang
68,21,Nanggroe Aceh Darussalam (NAD),5,Aceh Selatan,Kabupaten,Tapak Tuan
69,21,Nanggroe Aceh Darussalam (NAD),5,Aceh Selatan,Kabupaten,Trumon
70,21,Nanggroe Aceh Darussalam (NAD),5,Aceh Selatan,Kabupaten,Trumon Tengah
71,21,Nanggroe Aceh Darussalam (NAD),5,Aceh Selatan,Kabupaten,Trumon Timur
72,21,Nanggroe Aceh Darussalam (NAD),6,Aceh Singkil,Kabupaten,Danau Paris
73,21,Nanggroe Aceh Darussalam (NAD),6,Aceh Singkil,Kabupaten,Gunung Meriah (Mariah)
74,21,Nanggroe Aceh Darussalam (NAD),6,Aceh Singkil,Kabupaten,Kota Baharu
75,21,Nanggroe Aceh Darussalam (NAD),6,Aceh Singkil,Kabupaten,Kuala Baru
76,21,Nanggroe Aceh Darussalam (NAD),6,Aceh Singkil,Kabupaten,Pulau Banyak
77,21,Nanggroe Aceh Darussalam (NAD),6,Aceh Singkil,Kabupaten,Pulau Banyak Barat
78,21,Nanggroe Aceh Darussalam (NAD),6,Aceh Singkil,Kabupaten,Simpang Kanan
79,21,Nanggroe Aceh Darussalam (NAD),6,Aceh Singkil,Kabupaten,Singkil
80,21,Nanggroe Aceh Darussalam (NAD),6,Aceh Singkil,Kabupaten,Singkil Utara
81,21,Nanggroe Aceh Darussalam (NAD),6,Aceh Singkil,Kabupaten,Singkohor
82,21,Nanggroe Aceh Darussalam (NAD),6,Aceh Singkil,Kabupaten,Suro Makmur
83,21,Nanggroe Aceh Darussalam (NAD),7,Aceh Tamiang,Kabupaten,Banda Mulia
84,21,Nanggroe Aceh Darussalam (NAD),7,Aceh Tamiang,Kabupaten,Bandar Pusaka
85,21,Nanggroe Aceh Darussalam (NAD),7,Aceh Tamiang,Kabupaten,Bendahara
86,21,Nanggroe Aceh Darussalam (NAD),7,Aceh Tamiang,Kabupaten,Karang Baru
87,21,Nanggroe Aceh Darussalam (NAD),7,Aceh Tamiang,Kabupaten,Kejuruan Muda
88,21,Nanggroe Aceh Darussalam (NAD),7,Aceh Tamiang,Kabupaten,Kota Kuala Simpang
89,21,Nanggroe Aceh Darussalam (NAD),7,Aceh Tamiang,Kabupaten,Manyak Payed
90,21,Nanggroe Aceh Darussalam (NAD),7,Aceh Tamiang,Kabupaten,Rantau
91,21,Nanggroe Aceh Darussalam (NAD),7,Aceh Tamiang,Kabupaten,Sekerak
92,21,Nanggroe Aceh Darussalam (NAD),7,Aceh Tamiang,Kabupaten,Seruway
93,21,Nanggroe Aceh Darussalam (NAD),7,Aceh Tamiang,Kabupaten,Tamiang Hulu
94,21,Nanggroe Aceh Darussalam (NAD),7,Aceh Tamiang,Kabupaten,Tenggulun
95,21,Nanggroe Aceh Darussalam (NAD),8,Aceh Tengah,Kabupaten,Atu Lintang
96,21,Nanggroe Aceh Darussalam (NAD),8,Aceh Tengah,Kabupaten,Bebesen
97,21,Nanggroe Aceh Darussalam (NAD),8,Aceh Tengah,Kabupaten,Bies
98,21,Nanggroe Aceh Darussalam (NAD),8,Aceh Tengah,Kabupaten,Bintang
99,21,Nanggroe Aceh Darussalam (NAD),8,Aceh Tengah,Kabupaten,Celala
100,21,Nanggroe Aceh Darussalam (NAD),8,Aceh Tengah,Kabupaten,Jagong Jeget
101,21,Nanggroe Aceh Darussalam (NAD),8,Aceh Tengah,Kabupaten,Kebayakan
102,21,Nanggroe Aceh Darussalam (NAD),8,Aceh Tengah,Kabupaten,Ketol
103,21,Nanggroe Aceh Darussalam (NAD),8,Aceh Tengah,Kabupaten,Kute Panang
104,21,Nanggroe Aceh Darussalam (NAD),8,Aceh Tengah,Kabupaten,Linge
105,21,Nanggroe Aceh Darussalam (NAD),8,Aceh Tengah,Kabupaten,Lut Tawar
106,21,Nanggroe Aceh Darussalam (NAD),8,Aceh Tengah,Kabupaten,Pegasing
107,21,Nanggroe Aceh Darussalam (NAD),8,Aceh Tengah,Kabupaten,Rusip Antara
108,21,Nanggroe Aceh Darussalam (NAD),8,Aceh Tengah,Kabupaten,Silih Nara
109,21,Nanggroe Aceh Darussalam (NAD),9,Aceh Tenggara,Kabupaten,Babul Makmur
110,21,Nanggroe Aceh Darussalam (NAD),9,Aceh Tenggara,Kabupaten,Babul Rahmah
111,21,Nanggroe Aceh Darussalam (NAD),9,Aceh Tenggara,Kabupaten,Babussalam
112,21,Nanggroe Aceh Darussalam (NAD),9,Aceh Tenggara,Kabupaten,Badar
113,21,Nanggroe Aceh Darussalam (NAD),9,Aceh Tenggara,Kabupaten,Bambel
114,21,Nanggroe Aceh Darussalam (NAD),9,Aceh Tenggara,Kabupaten,Bukit Tusam
115,21,Nanggroe Aceh Darussalam (NAD),9,Aceh Tenggara,Kabupaten,Darul Hasanah
116,21,Nanggroe Aceh Darussalam (NAD),9,Aceh Tenggara,Kabupaten,Deleng Pokhisen
117,21,Nanggroe Aceh Darussalam (NAD),9,Aceh Tenggara,Kabupaten,Ketambe
118,21,Nanggroe Aceh Darussalam (NAD),9,Aceh Tenggara,Kabupaten,Lawe Alas
119,21,Nanggroe Aceh Darussalam (NAD),9,Aceh Tenggara,Kabupaten,Lawe Bulan
120,21,Nanggroe Aceh Darussalam (NAD),9,Aceh Tenggara,Kabupaten,Lawe Sigala-Gala
121,21,Nanggroe Aceh Darussalam (NAD),9,Aceh Tenggara,Kabupaten,Lawe Sumur
122,21,Nanggroe Aceh Darussalam (NAD),9,Aceh Tenggara,Kabupaten,Leuser
123,21,Nanggroe Aceh Darussalam (NAD),9,Aceh Tenggara,Kabupaten,Semadam
124,21,Nanggroe Aceh Darussalam (NAD),9,Aceh Tenggara,Kabupaten,Tanah Alas
125,21,Nanggroe Aceh Darussalam (NAD),10,Aceh Timur,Kabupaten,Banda Alam
126,21,Nanggroe Aceh Darussalam (NAD),10,Aceh Timur,Kabupaten,Birem Bayeun
127,21,Nanggroe Aceh Darussalam (NAD),10,Aceh Timur,Kabupaten,Darul Aman
128,21,Nanggroe Aceh Darussalam (NAD),10,Aceh Timur,Kabupaten,Darul Falah
129,21,Nanggroe Aceh Darussalam (NAD),10,Aceh Timur,Kabupaten,Darul Iksan (Ihsan)
130,21,Nanggroe Aceh Darussalam (NAD),10,Aceh Timur,Kabupaten,Idi Rayeuk
131,21,Nanggroe Aceh Darussalam (NAD),10,Aceh Timur,Kabupaten,Idi Timur
132,21,Nanggroe Aceh Darussalam (NAD),10,Aceh Timur,Kabupaten,Idi Tunong
133,21,Nanggroe Aceh Darussalam (NAD),10,Aceh Timur,Kabupaten,Indra Makmur
134,21,Nanggroe Aceh Darussalam (NAD),10,Aceh Timur,Kabupaten,Julok
135,21,Nanggroe Aceh Darussalam (NAD),10,Aceh Timur,Kabupaten,Madat
136,21,Nanggroe Aceh Darussalam (NAD),10,Aceh Timur,Kabupaten,Nurussalam
137,21,Nanggroe Aceh Darussalam (NAD),10,Aceh Timur,Kabupaten,Pante Bidari (Beudari)
138,21,Nanggroe Aceh Darussalam (NAD),10,Aceh Timur,Kabupaten,Peudawa
139,21,Nanggroe Aceh Darussalam (NAD),10,Aceh Timur,Kabupaten,Peunaron
140,21,Nanggroe Aceh Darussalam (NAD),10,Aceh Timur,Kabupaten,Peureulak
141,21,Nanggroe Aceh Darussalam (NAD),10,Aceh Timur,Kabupaten,Peureulak Barat
142,21,Nanggroe Aceh Darussalam (NAD),10,Aceh Timur,Kabupaten,Peureulak Timur
143,21,Nanggroe Aceh Darussalam (NAD),10,Aceh Timur,Kabupaten,Rantau Selamat
144,21,Nanggroe Aceh Darussalam (NAD),10,Aceh Timur,Kabupaten,Ranto Peureulak
145,21,Nanggroe Aceh Darussalam (NAD),10,Aceh Timur,Kabupaten,Serba Jadi
146,21,Nanggroe Aceh Darussalam (NAD),10,Aceh Timur,Kabupaten,Simpang Jernih
147,21,Nanggroe Aceh Darussalam (NAD),10,Aceh Timur,Kabupaten,Simpang Ulim
148,21,Nanggroe Aceh Darussalam (NAD),10,Aceh Timur,Kabupaten,Sungai Raya
149,21,Nanggroe Aceh Darussalam (NAD),11,Aceh Utara,Kabupaten,Baktiya
150,21,Nanggroe Aceh Darussalam (NAD),11,Aceh Utara,Kabupaten,Baktiya Barat
151,21,Nanggroe Aceh Darussalam (NAD),11,Aceh Utara,Kabupaten,Banda Baro
152,21,Nanggroe Aceh Darussalam (NAD),11,Aceh Utara,Kabupaten,Cot Girek
153,21,Nanggroe Aceh Darussalam (NAD),11,Aceh Utara,Kabupaten,Dewantara
154,21,Nanggroe Aceh Darussalam (NAD),11,Aceh Utara,Kabupaten,Geuredong Pase
155,21,Nanggroe Aceh Darussalam (NAD),11,Aceh Utara,Kabupaten,Kuta Makmur
156,21,Nanggroe Aceh Darussalam (NAD),11,Aceh Utara,Kabupaten,Langkahan
157,21,Nanggroe Aceh Darussalam (NAD),11,Aceh Utara,Kabupaten,Lapang
158,21,Nanggroe Aceh Darussalam (NAD),11,Aceh Utara,Kabupaten,Lhoksukon
159,21,Nanggroe Aceh Darussalam (NAD),11,Aceh Utara,Kabupaten,Matangkuli
160,21,Nanggroe Aceh Darussalam (NAD),11,Aceh Utara,Kabupaten,Meurah Mulia
161,21,Nanggroe Aceh Darussalam (NAD),11,Aceh Utara,Kabupaten,Muara Batu
162,21,Nanggroe Aceh Darussalam (NAD),11,Aceh Utara,Kabupaten,Nibong
163,21,Nanggroe Aceh Darussalam (NAD),11,Aceh Utara,Kabupaten,Nisam
164,21,Nanggroe Aceh Darussalam (NAD),11,Aceh Utara,Kabupaten,Nisam Antara
165,21,Nanggroe Aceh Darussalam (NAD),11,Aceh Utara,Kabupaten,Paya Bakong
166,21,Nanggroe Aceh Darussalam (NAD),11,Aceh Utara,Kabupaten,Pirak Timur
167,21,Nanggroe Aceh Darussalam (NAD),11,Aceh Utara,Kabupaten,Samudera
168,21,Nanggroe Aceh Darussalam (NAD),11,Aceh Utara,Kabupaten,Sawang
169,21,Nanggroe Aceh Darussalam (NAD),11,Aceh Utara,Kabupaten,Seunuddon (Seunudon)
170,21,Nanggroe Aceh Darussalam (NAD),11,Aceh Utara,Kabupaten,Simpang Kramat (Keramat)
171,21,Nanggroe Aceh Darussalam (NAD),11,Aceh Utara,Kabupaten,Syamtalira Aron
172,21,Nanggroe Aceh Darussalam (NAD),11,Aceh Utara,Kabupaten,Syamtalira Bayu
173,21,Nanggroe Aceh Darussalam (NAD),11,Aceh Utara,Kabupaten,Tanah Jambo Aye
174,21,Nanggroe Aceh Darussalam (NAD),11,Aceh Utara,Kabupaten,Tanah Luas
175,21,Nanggroe Aceh Darussalam (NAD),11,Aceh Utara,Kabupaten,Tanah Pasir
176,32,Sumatera Barat,12,Agam,Kabupaten,Ampek Nagari (IV Nagari )
177,32,Sumatera Barat,12,Agam,Kabupaten,Banuhampu
178,32,Sumatera Barat,12,Agam,Kabupaten,Baso
179,32,Sumatera Barat,12,Agam,Kabupaten,Candung
180,32,Sumatera Barat,12,Agam,Kabupaten,IV Angkat Candung (Ampek Angkek)
181,32,Sumatera Barat,12,Agam,Kabupaten,IV Koto (Ampek Koto)
182,32,Sumatera Barat,12,Agam,Kabupaten,Kamang Magek
183,32,Sumatera Barat,12,Agam,Kabupaten,Lubuk Basung
184,32,Sumatera Barat,12,Agam,Kabupaten,Malakak
185,32,Sumatera Barat,12,Agam,Kabupaten,Matur
186,32,Sumatera Barat,12,Agam,Kabupaten,Palembayan
187,32,Sumatera Barat,12,Agam,Kabupaten,Palupuh
188,32,Sumatera Barat,12,Agam,Kabupaten,Sungai Pua (Puar)
189,32,Sumatera Barat,12,Agam,Kabupaten,Tanjung Mutiara
190,32,Sumatera Barat,12,Agam,Kabupaten,Tanjung Raya
191,32,Sumatera Barat,12,Agam,Kabupaten,Tilatang Kamang
192,23,Nusa Tenggara Timur (NTT),13,Alor,Kabupaten,Alor Barat Daya
193,23,Nusa Tenggara Timur (NTT),13,Alor,Kabupaten,Alor Barat Laut
194,23,Nusa Tenggara Timur (NTT),13,Alor,Kabupaten,Alor Selatan
195,23,Nusa Tenggara Timur (NTT),13,Alor,Kabupaten,Alor Tengah Utara
196,23,Nusa Tenggara Timur (NTT),13,Alor,Kabupaten,Alor Timur
197,23,Nusa Tenggara Timur (NTT),13,Alor,Kabupaten,Alor Timur Laut
198,23,Nusa Tenggara Timur (NTT),13,Alor,Kabupaten,Kabola
199,23,Nusa Tenggara Timur (NTT),13,Alor,Kabupaten,Lembur
200,23,Nusa Tenggara Timur (NTT),13,Alor,Kabupaten,Mataru
201,23,Nusa Tenggara Timur (NTT),13,Alor,Kabupaten,Pantar
202,23,Nusa Tenggara Timur (NTT),13,Alor,Kabupaten,Pantar Barat
203,23,Nusa Tenggara Timur (NTT),13,Alor,Kabupaten,Pantar Barat Laut
204,23,Nusa Tenggara Timur (NTT),13,Alor,Kabupaten,Pantar Tengah
205,23,Nusa Tenggara Timur (NTT),13,Alor,Kabupaten,Pantar Timur
206,23,Nusa Tenggara Timur (NTT),13,Alor,Kabupaten,Pulau Pura
207,23,Nusa Tenggara Timur (NTT),13,Alor,Kabupaten,Pureman
208,23,Nusa Tenggara Timur (NTT),13,Alor,Kabupaten,Teluk Mutiara
209,19,Maluku,14,Ambon,Kota,Baguala
210,19,Maluku,14,Ambon,Kota,Leitimur Selatan
211,19,Maluku,14,Ambon,Kota,Nusaniwe (Nusanive)
212,19,Maluku,14,Ambon,Kota,Sirimau
213,19,Maluku,14,Ambon,Kota,Teluk Ambon
214,34,Sumatera Utara,15,Asahan,Kabupaten,Aek Kuasan
215,34,Sumatera Utara,15,Asahan,Kabupaten,Aek Ledong
216,34,Sumatera Utara,15,Asahan,Kabupaten,Aek Songsongan
217,34,Sumatera Utara,15,Asahan,Kabupaten,Air Batu
218,34,Sumatera Utara,15,Asahan,Kabupaten,Air Joman
219,34,Sumatera Utara,15,Asahan,Kabupaten,Bandar Pasir Mandoge
220,34,Sumatera Utara,15,Asahan,Kabupaten,Bandar Pulau
221,34,Sumatera Utara,15,Asahan,Kabupaten,Buntu Pane
222,34,Sumatera Utara,15,Asahan,Kabupaten,Kisaran Barat Kota
223,34,Sumatera Utara,15,Asahan,Kabupaten,Kisaran Timur Kota
224,34,Sumatera Utara,15,Asahan,Kabupaten,Meranti
225,34,Sumatera Utara,15,Asahan,Kabupaten,Pulau Rakyat
226,34,Sumatera Utara,15,Asahan,Kabupaten,Pulo Bandring
227,34,Sumatera Utara,15,Asahan,Kabupaten,Rahuning
228,34,Sumatera Utara,15,Asahan,Kabupaten,Rawang Panca Arga
229,34,Sumatera Utara,15,Asahan,Kabupaten,Sei Dadap
230,34,Sumatera Utara,15,Asahan,Kabupaten,Sei Kepayang
231,34,Sumatera Utara,15,Asahan,Kabupaten,Sei Kepayang Barat
232,34,Sumatera Utara,15,Asahan,Kabupaten,Sei Kepayang Timur
233,34,Sumatera Utara,15,Asahan,Kabupaten,Setia Janji
234,34,Sumatera Utara,15,Asahan,Kabupaten,Silau Laut
235,34,Sumatera Utara,15,Asahan,Kabupaten,Simpang Empat
236,34,Sumatera Utara,15,Asahan,Kabupaten,Tanjung Balai
237,34,Sumatera Utara,15,Asahan,Kabupaten,Teluk Dalam
238,34,Sumatera Utara,15,Asahan,Kabupaten,Tinggi Raja
239,24,Papua,16,Asmat,Kabupaten,Agats
240,24,Papua,16,Asmat,Kabupaten,Akat
241,24,Papua,16,Asmat,Kabupaten,Atsy / Atsj
242,24,Papua,16,Asmat,Kabupaten,Ayip
243,24,Papua,16,Asmat,Kabupaten,Betcbamu
244,24,Papua,16,Asmat,Kabupaten,Der Koumur
245,24,Papua,16,Asmat,Kabupaten,Fayit
246,24,Papua,16,Asmat,Kabupaten,Jetsy
247,24,Papua,16,Asmat,Kabupaten,Joerat
248,24,Papua,16,Asmat,Kabupaten,Kolf Braza
249,24,Papua,16,Asmat,Kabupaten,Kopay
250,24,Papua,16,Asmat,Kabupaten,Pantai Kasuari
251,24,Papua,16,Asmat,Kabupaten,Pulau Tiga
252,24,Papua,16,Asmat,Kabupaten,Safan
253,24,Papua,16,Asmat,Kabupaten,Sawa Erma
254,24,Papua,16,Asmat,Kabupaten,Sirets
255,24,Papua,16,Asmat,Kabupaten,Suator
256,24,Papua,16,Asmat,Kabupaten,Suru-suru
257,24,Papua,16,Asmat,Kabupaten,Unir Sirau
258,1,Bali,17,Badung,Kabupaten,Abiansemal
259,1,Bali,17,Badung,Kabupaten,Kuta
260,1,Bali,17,Badung,Kabupaten,Kuta Selatan
261,1,Bali,17,Badung,Kabupaten,Kuta Utara
262,1,Bali,17,Badung,Kabupaten,Mengwi
263,1,Bali,17,Badung,Kabupaten,Petang
264,13,Kalimantan Selatan,18,Balangan,Kabupaten,Awayan
265,13,Kalimantan Selatan,18,Balangan,Kabupaten,Batu Mandi
266,13,Kalimantan Selatan,18,Balangan,Kabupaten,Halong
267,13,Kalimantan Selatan,18,Balangan,Kabupaten,Juai
268,13,Kalimantan Selatan,18,Balangan,Kabupaten,Lampihong
269,13,Kalimantan Selatan,18,Balangan,Kabupaten,Paringin
270,13,Kalimantan Selatan,18,Balangan,Kabupaten,Paringin Selatan
271,13,Kalimantan Selatan,18,Balangan,Kabupaten,Tebing Tinggi
272,15,Kalimantan Timur,19,Balikpapan,Kota,Balikpapan Barat
273,15,Kalimantan Timur,19,Balikpapan,Kota,Balikpapan Kota
274,15,Kalimantan Timur,19,Balikpapan,Kota,Balikpapan Selatan
275,15,Kalimantan Timur,19,Balikpapan,Kota,Balikpapan Tengah
276,15,Kalimantan Timur,19,Balikpapan,Kota,Balikpapan Timur
277,15,Kalimantan Timur,19,Balikpapan,Kota,Balikpapan Utara
278,21,Nanggroe Aceh Darussalam (NAD),20,Banda Aceh,Kota,Baiturrahman
279,21,Nanggroe Aceh Darussalam (NAD),20,Banda Aceh,Kota,Banda Raya
280,21,Nanggroe Aceh Darussalam (NAD),20,Banda Aceh,Kota,Jaya Baru
281,21,Nanggroe Aceh Darussalam (NAD),20,Banda Aceh,Kota,Kuta Alam
282,21,Nanggroe Aceh Darussalam (NAD),20,Banda Aceh,Kota,Kuta Raja
283,21,Nanggroe Aceh Darussalam (NAD),20,Banda Aceh,Kota,Lueng Bata
284,21,Nanggroe Aceh Darussalam (NAD),20,Banda Aceh,Kota,Meuraxa
285,21,Nanggroe Aceh Darussalam (NAD),20,Banda Aceh,Kota,Syiah Kuala
286,21,Nanggroe Aceh Darussalam (NAD),20,Banda Aceh,Kota,Ulee Kareng
287,18,Lampung,21,Bandar Lampung,Kota,Bumi Waras
288,18,Lampung,21,Bandar Lampung,Kota,Enggal
289,18,Lampung,21,Bandar Lampung,Kota,Kedamaian
290,18,Lampung,21,Bandar Lampung,Kota,Kedaton
291,18,Lampung,21,Bandar Lampung,Kota,Kemiling
292,18,Lampung,21,Bandar Lampung,Kota,Labuhan Ratu
293,18,Lampung,21,Bandar Lampung,Kota,Langkapura
294,18,Lampung,21,Bandar Lampung,Kota,Panjang
295,18,Lampung,21,Bandar Lampung,Kota,Rajabasa
296,18,Lampung,21,Bandar Lampung,Kota,Sukabumi
297,18,Lampung,21,Bandar Lampung,Kota,Sukarame
298,18,Lampung,21,Bandar Lampung,Kota,Tanjung Karang Barat
299,18,Lampung,21,Bandar Lampung,Kota,Tanjung Karang Pusat
300,18,Lampung,21,Bandar Lampung,Kota,Tanjung Karang Timur
301,18,Lampung,21,Bandar Lampung,Kota,Tanjung Senang
302,18,Lampung,21,Bandar Lampung,Kota,Telukbetung Barat
303,18,Lampung,21,Bandar Lampung,Kota,Telukbetung Selatan
304,18,Lampung,21,Bandar Lampung,Kota,Telukbetung Timur
305,18,Lampung,21,Bandar Lampung,Kota,Telukbetung Utara
306,18,Lampung,21,Bandar Lampung,Kota,Way Halim
307,9,Jawa Barat,22,Bandung,Kabupaten,Arjasari
308,9,Jawa Barat,22,Bandung,Kabupaten,Baleendah
309,9,Jawa Barat,22,Bandung,Kabupaten,Banjaran
310,9,Jawa Barat,22,Bandung,Kabupaten,Bojongsoang
311,9,Jawa Barat,22,Bandung,Kabupaten,Cangkuang
312,9,Jawa Barat,22,Bandung,Kabupaten,Cicalengka
313,9,Jawa Barat,22,Bandung,Kabupaten,Cikancung
314,9,Jawa Barat,22,Bandung,Kabupaten,Cilengkrang
315,9,Jawa Barat,22,Bandung,Kabupaten,Cileunyi
316,9,Jawa Barat,22,Bandung,Kabupaten,Cimaung
317,9,Jawa Barat,22,Bandung,Kabupaten,Cimeunyan
318,9,Jawa Barat,22,Bandung,Kabupaten,Ciparay
319,9,Jawa Barat,22,Bandung,Kabupaten,Ciwidey
320,9,Jawa Barat,22,Bandung,Kabupaten,Dayeuhkolot
321,9,Jawa Barat,22,Bandung,Kabupaten,Ibun
322,9,Jawa Barat,22,Bandung,Kabupaten,Katapang
323,9,Jawa Barat,22,Bandung,Kabupaten,Kertasari
324,9,Jawa Barat,22,Bandung,Kabupaten,Kutawaringin
325,9,Jawa Barat,22,Bandung,Kabupaten,Majalaya
